factor,ic1,icir1,days,ic5,icir5,ic10,icir10,ic20,icir20
mf_chip_return_q80,-0.023941735309422917,-0.15400387638535484,1292,-0.015040297195663625,-0.095589429757142,-0.012128341116938902,-0.08060029794254817,-0.014523242329468982,-0.09707302083244777
mf_segment_return_dispersion,-0.03355442698183329,-0.191814310525068,1292,-0.043009000217327654,-0.25348595230958443,-0.04456579591744343,-0.25867659550563177,-0.057351459422476644,-0.34014589390608824
mf_segment_return_lag1_autocorr,0.0015128748996719994,0.01702348278144635,1292,0.0004947166281030672,0.005556552589184259,0.0004549398783215453,0.0054258182435023335,0.0017189888685163117,0.02091086795681642
mf_open30_amount_share,-0.009605696801625352,-0.08466669897539042,1292,-0.020028860829374072,-0.18563526845658618,-0.020563707622335867,-0.18628564789778462,-0.02606767701255057,-0.23882739468993494
mf_open30_tail30_amount_ratio,-0.00653738719897821,-0.05821731955564217,1292,-0.017182329379308765,-0.16014528839715014,-0.018815500568184047,-0.1720083495864115,-0.026317132450008912,-0.24186548532689842
mf_am_pm_amount_ratio,-0.006577302487968818,-0.05979966924490998,1292,-0.014727930686367803,-0.14014444946688479,-0.017979007733874487,-0.1721371594012711,-0.023159203289221296,-0.2204770490872901
mf_open30_amount_z20,0.0015793622059399029,0.017305850682420475,1292,-0.0030256813763846714,-0.032996220647779934,-0.0018978576650051586,-0.020413129735339687,-0.0031441844961045506,-0.03545722064351354
mf_tail30_amount_to_segment_median,-0.007954846498016583,-0.09628647894576783,1292,-0.005627029400201616,-0.06644302230050388,-0.005016976741503978,-0.060516522941871695,-0.0008746531815848281,-0.010851053197624125
mf_tail30_open30_rv_ratio,0.029978212015644566,0.18644718769710147,1292,0.039427393833477,0.2494863058519611,0.04451799733475012,0.2768877640244966,0.05806931464783263,0.3658450683207978
mf_pm_am_rv_ratio,0.02187886046399277,0.14652570391577086,1292,0.03328332612219608,0.22947695167821475,0.03879936887508914,0.26814507739598725,0.05180912979471447,0.35957873273791496
mf_tail30_rv_z20,0.0039897348760712485,0.050973660642929595,1292,0.002041440740448783,0.027985615505890998,0.0016940053940559406,0.023277853699572474,0.0020181641134471634,0.027885397300781867
mf_tail30_open30_amihud_ratio,0.018258615783341738,0.18856257649518388,1292,0.01929240910420622,0.1991885849711872,0.022422651045935205,0.23095531839825992,0.028561788178694127,0.2973769193127691
mf_tail30_day_amihud_ratio,0.007840521664110346,0.1215531389349591,1292,0.005591310603588118,0.08549639821225255,0.0055229584196447344,0.08562786438234572,0.005528029759577016,0.08467202335410468
mf_tail30_minus_open30_return,0.001204397660956989,0.00782893557743354,1292,-0.0007098168403592137,-0.004556887905043054,-0.003939672080745182,-0.02710024880079239,-0.001362187439458977,-0.009607980337016162
mf_tail30_minus_open30_ra_corr,-0.001343097401818091,-0.012363168733941526,1292,-0.0059885334653972805,-0.05672592617203324,-0.007177417999548103,-0.06818946004336372,-0.00803086151217523,-0.0788238269497687
