factor,ic_mean,icir,top_bp,bot_bp,spread_bp,long_bp,short_bp
mf_cpv_price_volume_level_w20,-0.017997544746633728,-0.11913581714468027,0.7605706140199279,-1.6113474101715173,2.3719180241914453,1.6113474101715173,0.7605706140199279
mf_cpv_dprice_dvolume_pp_w20,-0.03150224526524125,-0.1897146949042752,-1.4135000793359551,0.5183374295055031,-1.931837508841458,-0.5183374295055031,-1.4135000793359551
mf_cpv_dprice_dvolume_pm_w20,0.0221548777689106,0.17893020319519637,1.6244895940555246,-2.101931376721796,3.7264209707773204,1.6244895940555246,2.101931376721796
mf_cpv_dprice_dvolume_mp_w20,0.034757846722983245,0.1776926018686684,1.6013323450213475,-3.017967583823159,4.619299928844507,1.6013323450213475,3.017967583823159
mf_cpv_dprice_dvolume_mm_w20,-0.03196408853380975,-0.19656883359695818,-0.9278836378011499,0.8972297972694432,-1.825113435070593,-0.8972297972694432,-0.9278836378011499
mf_cpv_dvolume_lead_dprice_pp_w20,-0.0330562083457272,-0.18809898917934162,-1.5631607106521674,1.2730171360919704,-2.8361778467441376,-1.2730171360919704,-1.5631607106521674
mf_cpv_dvolume_lead_dprice_pm_w20,0.035036122609214876,0.19126712356092077,1.4388326370589009,-2.769793105380456,4.208625742439357,1.4388326370589009,2.769793105380456
mf_cpv_dvolume_lead_dprice_mp_w20,0.031651560561645246,0.1927368343725446,1.1649128215431364,-2.5867701255782927,3.7516829471214286,1.1649128215431364,2.5867701255782927
mf_cpv_dvolume_lead_dprice_mm_w20,-0.03703379033482616,-0.1896468879710079,-2.590045747264624,2.0014103437937605,-4.591456091058385,-2.0014103437937605,-2.590045747264624
mf_volume_up_return_std,0.03473146794406935,0.21504796928141673,-1.175790822738466,0.21533494658269292,-1.3911257693211587,-1.175790822738466,-0.21533494658269292
mf_volume_up_positive_return_std,0.037480362702696494,0.22957926713326637,-0.37577793950662663,-0.7691489045686837,0.3933709650620571,-0.37577793950662663,0.7691489045686837
mf_cpv_segment_std_w20,-0.017615680713112643,-0.14049860931077873,-0.35797343913347096,0.4074424809807758,-0.7654159201142468,-0.4074424809807758,-0.35797343913347096
mf_cpv_segment_last30_w20,-0.006501278065529579,-0.07021634779958175,1.0052784495310507,-0.40981237895740613,1.415090828488457,0.40981237895740613,1.0052784495310507
mf_high_price_vol_ratio_w20,-0.03235398635904353,-0.16106219112139278,-1.2452877795517618,0.061212562717350844,-1.3065003422691126,-0.061212562717350844,-1.2452877795517618
mf_low_price_vol_ratio_w20,0.002794209714591931,0.01936943318295896,-2.0323663592226198,0.2780785068386274,-2.310444866061247,-2.0323663592226198,-0.2780785068386274
mf_smart_q_pooled_b025_w10_p20,-0.02704414732690083,-0.21288662202063635,-3.0515421702606744,1.7016506964859959,-4.75319286674667,-1.7016506964859959,-3.0515421702606744
mf_minute_amount_seasonality_return_corr_w20,-0.015439729004793082,-0.13035486381228412,-1.7971415801517259,-0.39879151031363574,-1.3983500698380904,0.39879151031363574,-1.7971415801517259
mf_amount_share_skewness,0.004758266808051485,0.05402432284837809,0.9648771935975843,-1.1433618764075124,2.1082390700050966,0.9648771935975843,1.1433618764075124
