factor,ic_mean,icir,top_bp,bot_bp,spread_bp,long_bp,short_bp
mf_amount_share_kurtosis,0.0051913851240234675,0.06299945867666855,0.7508901405057975,-1.494262872933767,2.2451530134395647,0.7508901405057975,1.494262872933767
mf_return_volume_corr_w20,-0.012361234309199078,-0.08716557155897253,1.4525990886488798,-2.0569442494855195,3.5095433381343994,2.0569442494855195,1.4525990886488798
mf_return_amount_corr_w20,-0.01233183396723963,-0.08691258398448859,1.4536443728069428,-2.090737555649305,3.544381928456248,2.090737555649305,1.4536443728069428
mf_price_dvolume_corr_w20,0.002253387872856266,0.026814193979688216,0.007451480546760914,-0.7632768110787701,0.770728291625531,0.007451480546760914,0.7632768110787701
mf_return_damount_corr_w20,-0.013738402006138795,-0.09757365046739279,1.2973085110399096,-2.2093935677515266,3.5067020787914363,2.2093935677515266,1.2973085110399096
mf_amihud_intraday_w20,0.018236933478817663,0.10406774658588493,1.9311418214933713,-1.6311834300673627,3.562325251560734,1.9311418214933713,1.6311834300673627
mf_amount_periodicity_peak_share_w20,-0.010012822567908128,-0.12000636494350872,-0.48927921190556806,0.44012145346863135,-0.9294006653741994,-0.44012145346863135,-0.48927921190556806
mf_amount_periodicity_band_power_w20,0.0016147462028374782,0.024902096496945386,0.056301047961094176,0.4044081553490909,-0.3481071073879968,0.056301047961094176,-0.4044081553490909
mf_chip_return_bin_std,0.031055136856313306,0.16978714832929637,-1.5172058880930168,0.34897323951149917,-1.8661791276045159,-1.5172058880930168,-0.34897323951149917
mf_chip_return_bin_skewness,0.02556789387877617,0.15907790937372054,-1.4517739169139927,0.8767399925178984,-2.328513909431891,-1.4517739169139927,-0.8767399925178984
mf_chip_return_bin_kurtosis,0.024282631306226043,0.1582421770248627,-1.2138104439193018,0.8050282103452533,-2.018838654264555,-1.2138104439193018,-0.8050282103452533
mf_chip_top3_return_bin_share,0.02748129428483282,0.16072464606950818,-1.5940880326146076,0.34621536857324425,-1.9403034011878517,-1.5940880326146076,-0.34621536857324425
mf_chip_return_q80,-0.023941735309422913,-0.15400387638535482,-1.6041418607498186,2.099298195415376,-3.7034400561651952,-2.099298195415376,-1.6041418607498186
mf_segment_return_dispersion,-0.03355442698183328,-0.19181431052506798,0.6375425269856589,-1.5312679694451907,2.1688104964308494,1.5312679694451907,0.6375425269856589
mf_segment_return_lag1_autocorr,0.001512874899671999,0.017023482781446345,1.3870330825080794,-0.35869341489337814,1.7457264974014575,1.3870330825080794,0.35869341489337814
mf_open30_amount_share,-0.00960569680162535,-0.0846666989753904,1.344703968332763,-0.9479399223383674,2.2926438906711306,0.9479399223383674,1.344703968332763
mf_open30_tail30_amount_ratio,-0.00653738719897821,-0.05821731955564217,3.197472248339049,-3.088253425864737,6.285725674203786,3.088253425864737,3.197472248339049
mf_am_pm_amount_ratio,-0.006577302487968817,-0.05979966924490997,3.5393459991626797,-2.8372572036060557,6.376603202768735,2.8372572036060557,3.5393459991626797
mf_open30_amount_z20,0.0015793622059399029,0.017305850682420475,1.184450191433899,-1.3732079760904226,2.5576581675243215,1.184450191433899,1.3732079760904226
mf_tail30_amount_to_segment_median,-0.007954846498016583,-0.09628647894576783,-4.512394572247105,2.879849036623652,-7.392243608870758,-2.879849036623652,-4.512394572247105
mf_tail30_open30_rv_ratio,0.02997821201564456,0.18644718769710142,0.6521595285552148,-0.624637207287161,1.2767967358423757,0.6521595285552148,0.624637207287161
mf_pm_am_rv_ratio,0.02187886046399277,0.14652570391577086,-1.1080898738459863,1.0007072900025307,-2.108797163848517,-1.1080898738459863,-1.0007072900025307
mf_tail30_rv_z20,0.0039897348760712485,0.050973660642929595,-0.05836006248033137,-0.2683935937731806,0.21003353129284927,-0.05836006248033137,0.2683935937731806
mf_tail30_open30_amihud_ratio,0.018258615783341738,0.18856257649518388,2.4143836219000163,-4.404603598850954,6.818987220750971,2.4143836219000163,4.404603598850954
mf_tail30_day_amihud_ratio,0.007840521664110346,0.1215531389349591,2.185949857335165,-3.096797741325754,5.28274759866092,2.185949857335165,3.096797741325754
mf_tail30_minus_open30_return,0.001204397660956989,0.00782893557743354,-0.4936443596224329,0.8317223167677084,-1.3253666763901413,-0.4936443596224329,-0.8317223167677084
mf_tail30_minus_open30_ra_corr,-0.0013430974018180924,-0.012363168733941539,0.17097389025944762,0.7743832962283238,-0.6034094059688762,-0.7743832962283238,0.17097389025944762
